title,description,link,source,author,published,scraped_at,guid
I got my dream RV family vacation – and regretted (almost) every minute of it,"As soon as we hit the road , we discovered that RV travel isn't as simple as we'd imagined. Far from it",https://www.haaretz.com/world-news/2025-10-17/ty-article-magazine/.premium/i-got-my-dream-rv-family-vacation-and-regretted-almost-every-minute-of-it/00000199-f092-d7e9-adfd-fbf732210000,Haaretz,Dani Bar On,2025-10-17T05:50:56,2025-10-17 06:12:51.031271,https://www.haaretz.com/world-news/2025-10-17/ty-article-magazine/.premium/i-got-my-dream-rv-family-vacation-and-regretted-almost-every-minute-of-it/00000199-f092-d7e9-adfd-fbf732210000
Sinwar’s legacy of terror: A handwritten blueprint for worldwide jihad,"An attack of this kind can occur in any country where a terrorist organization stands poised, and where internal social or ideological fractures exist. The post Sinwar’s legacy of terror: A handwritten blueprint for worldwide jihad appeared first on JNS.org .",https://www.jns.org/sinwars-legacy-of-terror-a-handwritten-blueprint-for-worldwide-jihad/,JNS,Ronen Itsik,2025-10-17T05:30:00,2025-10-17 06:12:42.602888,https://www.jns.org/?p=595829
"After wartime dip, hope is back on the menu for Israeli-Palestinian hummus bar in Berlin","Jalil Dabit and Oz Ben David have run Kanaan, a hub of coexistence, for 10 years, but slowing sales and acts of vandalism since Oct. 7 nearly saw them hang up their aprons The post After wartime dip, hope is back on the menu for Israeli-Palestinian hummus bar in Berlin appeared first on The Times of Israel .",https://www.timesofisrael.com/after-wartime-dip-hope-is-back-on-the-menu-for-israeli-palestinian-hummus-bar-in-berlin/,Times of Israel,,2025-10-17T05:19:19,2025-10-17 06:12:38.243778,https://www.timesofisrael.com/?p=3666496
Palestinians claim IDF killed 11-year-old boy in southern West Bank,"Military yet to comment; in territory's north, army says it killed a man who hurled explosives at forces The post Palestinians claim IDF killed 11-year-old boy in southern West Bank appeared first on The Times of Israel .",https://www.timesofisrael.com/palestinians-claim-idf-killed-11-year-old-boy-in-southern-west-bank/,Times of Israel,,2025-10-17T05:33:23,2025-10-17 06:12:38.243726,https://www.timesofisrael.com/?p=3667307
Rebuilding Northern Israel - Sponsored Content,"When Israel’s north emptied after October 8, Nissan Zeevi of Kfar Giladi stayed. Now he wants to bring families back. A story of fear, resilience, and the fight to rebuild the Galilee. The post Rebuilding Northern Israel appeared first on The Times of Israel .",https://www.timesofisrael.com/spotlight/rebuilding-northern-israel/,Times of Israel,,2025-10-17T04:23:39,2025-10-17 05:09:18.136472,https://www.timesofisrael.com/?post_type=spotlight&p=3667308
"Rabbi Moshe Hauer, Orthodox Union leader admired across Jewish world, dies at 60","Orthodox group says Hauer 'took nothing more seriously than his role of sharing the joy of Jewish life with our community and beyond,' as he is mourned by fellow American Jews, US senator The post Rabbi Moshe Hauer, Orthodox Union leader admired across Jewish world, dies at 60 appeared first on The Times of Israel .",https://www.timesofisrael.com/rabbi-moshe-hauer-orthodox-union-leader-admired-across-jewish-world-dies-at-60/,Times of Israel,,2025-10-17T03:48:38,2025-10-17 04:10:54.441325,https://www.timesofisrael.com/?p=3667279
"Remembering my chavruta: Rabbi Moshe Hauer, z”l","Earlier this week on Simchat Torah, we read the Torah’s final description of the biblical Moshe’s life of inspired leadership: “There never arose another one like Moshe” (Deuteronomy 34:10). These words carry poignant resonance as our Jewish community mourns the sudden death of our beloved sage, Rabbi Moshe Hauer, z”l. Many Jewish leaders talk about... Read More The post Remembering my <em>chavruta</em>: Rabbi Moshe Hauer, <em>z”l</em> appeared first on eJewishPhilanthropy .",https://ejewishphilanthropy.com/remembering-my-chavruta-rabbi-moshe-hauer-zl/,eJewish Philanthropy,Rabbi Rick Jacobs,2025-10-17T02:00:00,2025-10-17 04:10:47.369344,https://ejewishphilanthropy.com/?p=164817
"Hamas says it is committed to Gaza deal, says hostages' bodies are trapped under rubble",,https://www.haaretz.com/israel-news/2025-10-17/ty-article-live/hamas-says-it-is-committed-to-gaza-deal-says-hostages-bodies-are-trapped-under-rubble/00000199-efff-d7e9-adfd-ffffb6210000,Haaretz,Haaretz,2025-10-17T02:44:29,2025-10-17 03:22:39.394641,https://www.haaretz.com/israel-news/2025-10-17/ty-article-live/hamas-says-it-is-committed-to-gaza-deal-says-hostages-bodies-are-trapped-under-rubble/00000199-efff-d7e9-adfd-ffffb6210000
Our own axis of evil exists in this government,"Even as the country celebrates the end of the war, the Bibi-ist machine has begun spreading its poison, and it will only get worse. Herzog must make several clarifications. Bennett has a new strategy for winning the next election. And can we conclude anything from Boaz Bismuth's strange behavior?",https://www.haaretz.com/israel-news/2025-10-17/ty-article/.premium/our-own-axis-of-evil-exists-in-this-government/00000199-ee44-d7e9-adfd-ff67bda30000,Haaretz,Yossi Verter,2025-10-17T03:00:32,2025-10-17 03:22:39.394609,https://www.haaretz.com/israel-news/2025-10-17/ty-article/.premium/our-own-axis-of-evil-exists-in-this-government/00000199-ee44-d7e9-adfd-ff67bda30000
Israel's government is trying hard to hide the new Gaza reality from the world,"A week after the euphoria of the hostages' return, Israel is facing grim realities: the slow retrieval of bodies, Hamas' brutal control, and Trump's tightening grip on postwar diplomacy. Gaza's ruins now expose both Hamas' savagery and Israel's loss of control",https://www.haaretz.com/israel-news/2025-10-17/ty-article/.premium/israels-government-is-trying-hard-to-hide-the-new-gaza-reality-from-the-world/00000199-ee39-d54a-abfb-fff90c710000,Haaretz,Haaretz,2025-10-17T03:02:19,2025-10-17 03:22:39.394567,https://www.haaretz.com/israel-news/2025-10-17/ty-article/.premium/israels-government-is-trying-hard-to-hide-the-new-gaza-reality-from-the-world/00000199-ee39-d54a-abfb-fff90c710000
