title,description,link,source,author,published,scraped_at,guid
The Israeli 'treatment' for a seriously ill teen: Threats of deportation to Gaza,"Yamen Al-Najjar, a 16-year-old with a severe blood disorder, has been hospitalized in East Jerusalem for two years. This week, Israel sought to deport him to Gaza, where his family lives in a tent after their home was destroyed. His mother is certain he wouldn't survive a day if returned",https://www.haaretz.com/israel-news/twilight-zone/2025-11-21/ty-article-magazine/the-israeli-treatment-for-a-seriously-ill-teen-threats-of-deportation-to-gaza/0000019a-a1df-d607-ab9e-bbffe5dd0000,Haaretz,Gideon Levy,2025-11-21T05:10:57,2025-11-21 06:13:52.578409,https://www.haaretz.com/israel-news/twilight-zone/2025-11-21/ty-article-magazine/the-israeli-treatment-for-a-seriously-ill-teen-threats-of-deportation-to-gaza/0000019a-a1df-d607-ab9e-bbffe5dd0000
"IDF brass, security agencies meet to discuss response to drone threat","A recent exercise held in Judea, Samaria and the Jordan Valley showed that the army is unprepared for attacks by UAVs. The post IDF brass, security agencies meet to discuss response to drone threat appeared first on JNS.org .",https://www.jns.org/idf-brass-security-agencies-meet-to-discuss-response-to-drone-threat/,JNS,JNS Staff,2025-11-21T05:01:00,2025-11-21 06:13:44.761220,https://www.jns.org/?p=608205
IDF raids dozens of terror sites in Judea and Samaria,"In massive sweep, security forces arrested suspected terrorists and uncover weapons hidden in homes. The post IDF raids dozens of terror sites in Judea and Samaria appeared first on JNS.org .",https://www.jns.org/idf-raids-dozens-of-terror-sites-in-judea-and-samaria/,JNS,JNS Staff,2025-11-21T05:39:36,2025-11-21 06:13:44.761185,https://www.jns.org/?p=608311
Israel reveals nabbing Hamas terrorist tied to Hadar Goldin,The arrest of Marwan Al-Hams was one of dozens of covert operations in recent months aimed at retrieving the remains of IDF soldiers held by Hamas. The post Israel reveals nabbing Hamas terrorist tied to Hadar Goldin appeared first on JNS.org .,https://www.jns.org/israel-reveals-nabbing-hamas-terrorist-tied-to-hadar-goldin/,JNS,JNS Staff,2025-11-21T06:06:05,2025-11-21 06:13:44.761143,https://www.jns.org/?p=608521
"Rabbis of LA | At K.I., Bringing a Stricken Community Back","Second of two parts The post Rabbis of LA | At K.I., Bringing a Stricken Community Back appeared first on Jewish Journal .",https://jewishjournal.com/community/rabbis-of-la/385110/at-k-i-bringing-a-stricken-community-back/,Jewish Journal,Ari L. Noonan,2025-11-21T05:41:20,2025-11-21 06:13:42.157797,https://jewishjournal.com/?p=385110
"Sephardic Film Festival Gala, TEBH Charity Poker Tournament","Notable people and events in the Jewish LA community. The post Sephardic Film Festival Gala, TEBH Charity Poker Tournament appeared first on Jewish Journal .",https://jewishjournal.com/events/movers-shakers/385112/sephardic-film-festival-gala-tebh-charity-poker-tournament/,Jewish Journal,Jewish Journal Staff,2025-11-21T06:08:56,2025-11-21 06:13:42.157758,https://jewishjournal.com/?p=385112
Trump says he’ll push for peace in Sudan at urging of Saudi crown prince,US president tells business forum Bin Salman asked him to do 'something very powerful' in war-torn country where divided Washington allies are backing both sides in fight The post Trump says he&#8217;ll push for peace in Sudan at urging of Saudi crown prince appeared first on The Times of Israel .,https://www.timesofisrael.com/trump-says-hell-push-for-peace-in-sudan-at-urging-of-saudi-crown-prince/,Times of Israel,,2025-11-21T05:35:53,2025-11-21 06:13:39.842506,https://www.timesofisrael.com/?p=3693892
Defending the Judeo-Christian tradition 60 years after ‘Nostra Aetate’,"Tucker Carlson, Nick Fuentes and their enablers aren’t really arguing about foreign policy or “gatekeeping.” Their focus is on splitting Jews from their Christian allies. The post Defending the Judeo-Christian tradition 60 years after ‘Nostra Aetate’ appeared first on JNS.org .",https://www.jns.org/defending-the-judeo-christian-tradition-60-years-after-nostra-aetate/,JNS,Jonathan S. Tobin,2025-11-21T04:15:20,2025-11-21 05:09:50.208095,https://www.jns.org/?p=608479
"In wake of October 7, young Israelis embracing Jewish traditions, new survey shows","By contrast, among secular Israelis, the largest community in the country, faith in God has decreased since the Hamas attack, the Jewish People Policy Institute poll finds The post In wake of October 7, young Israelis embracing Jewish traditions, new survey shows appeared first on The Times of Israel .",https://www.timesofisrael.com/in-wake-of-october-7-young-israelis-embracing-jewish-traditions-new-survey-shows/,Times of Israel,,2025-11-21T04:13:19,2025-11-21 05:09:44.661051,https://www.timesofisrael.com/?p=3692794
Iran vows to block foreign access to bombed nuclear sites unless deal reached,"Iranian FM rejects negotiations with US on its missile program, saying 'there is no greater betrayal than this,' while also dismissing talks with Europeans as 'no longer useful' The post Iran vows to block foreign access to bombed nuclear sites unless deal reached appeared first on The Times of Israel .",https://www.timesofisrael.com/iran-vows-to-block-foreign-access-to-bombed-nuclear-sites-unless-deal-reached/,Times of Israel,,2025-11-21T04:51:09,2025-11-21 05:09:44.661002,https://www.timesofisrael.com/?p=3693888
