title,description,link,source,author,published,scraped_at,guid
Tucker Carlson and Zohran Mamdani have a lot in common,Antisemites on the right are reading from the same anti-Israel playbook as their left-wing foes. Is this the future of the Republican and Democratic parties? The post Tucker Carlson and Zohran Mamdani have a lot in common appeared first on JNS.org .,https://www.jns.org/tucker-carlson-and-zohran-mamdani-have-a-lot-in-common/,JNS,Jonathan S. Tobin,2025-11-07T05:41:24,2025-11-07 06:13:19.908835,https://www.jns.org/?p=603409
"Holocaust Museum LA, Beit Issie Shapiro Galas Draw Local Leadership","Notable people and events in the Jewish LA community. The post Holocaust Museum LA, Beit Issie Shapiro Galas Draw Local Leadership appeared first on Jewish Journal .",https://jewishjournal.com/events/movers-shakers/384826/holocaust-museum-la-beit-issie-shapiro-galas-draw-local-leadership/,Jewish Journal,Jewish Journal Staff,2025-11-07T05:31:22,2025-11-07 06:13:17.616519,https://jewishjournal.com/?p=384826
Rabbis of LA | Rabbi Elchanan Shoff’s Thirst for Knowledge,What sets Rabbi Elchanan Shoff apart from his colleagues and predecessors is his unquenchable desire to find out everything about everything. The post Rabbis of LA | Rabbi Elchanan Shoff’s Thirst for Knowledge appeared first on Jewish Journal .,https://jewishjournal.com/community/rabbis-of-la/384831/rabbi-elchanan-shoffs-thirst-for-knowledge/,Jewish Journal,Ari L. Noonan,2025-11-07T05:35:42,2025-11-07 06:13:17.616480,https://jewishjournal.com/?p=384831
Vance says Kazakhstan joining Abraham Accords gives initiative ‘momentum’,Trump says signing ceremony to be announced shortly and that more countries will be normalizing ties with Israel * 100 Democratic lawmakers urge Netanyahu to reverse demolition plan for Palestinian village The post Vance says Kazakhstan joining Abraham Accords gives initiative ‘momentum’ appeared first on The Times of Israel .,https://www.timesofisrael.com/liveblog-november-7-2025/,Times of Israel,,2025-11-07T05:10:14,2025-11-07 06:13:14.385943,https://www.timesofisrael.com/?p=3683162&preview=true&preview_id=3683162
Qatar reportedly paid intel firm to discredit woman accusing ICC prosecutor of abuse,"Guardian says UK-based firm was hired in effort to discredit Karim Khan's alleged victim and tie her to Israel, but nothing was found proving such a connection The post Qatar reportedly paid intel firm to discredit woman accusing ICC prosecutor of abuse appeared first on The Times of Israel .",https://www.timesofisrael.com/qatar-reportedly-paid-intel-firm-to-discredit-woman-accusing-icc-prosecutor-of-abuse/,Times of Israel,,2025-11-07T04:57:29,2025-11-07 05:09:32.010890,https://www.timesofisrael.com/?p=3683155&preview=true&preview_id=3683155
Netanyahu government's crusade won't end with the judiciary. Next up: Weakening Israel's military,It appears that Defense Minister Yisrael Katz plans to use the Military Advocate General affair to strip the Israeli army's justice system of its independence ■ Attempts to meddle in appointment within the IDF may even reach the office of the army chief himself,https://www.haaretz.com/israel-news/2025-11-07/ty-article/.premium/netanyahu-govts-crusade-wont-end-with-the-judiciary-next-up-weakening-the-idf/0000019a-5a64-db4c-a5fb-dbeff5990000,Haaretz,Amos Harel,2025-11-07T04:00:18,2025-11-07 04:11:04.001152,https://www.haaretz.com/israel-news/2025-11-07/ty-article/.premium/netanyahu-govts-crusade-wont-end-with-the-judiciary-next-up-weakening-the-idf/0000019a-5a64-db4c-a5fb-dbeff5990000
Israel's beleaguered AG is the dam holding back Netanyahu's anti-democratic deluge,"After a week of foot-dragging, the attorney general did the right thing and handed over the lead tole in the Sde Teiman leak investigation ■ It's possible to understand why Naftali Bennett refused to speak at the rally marking the 30th anniversary of the assassination of Yitzhak Rabin, but not to accept it - or the plans he has already formulated for his government",https://www.haaretz.com/israel-news/2025-11-07/ty-article/.premium/israels-beleaguered-ag-is-the-dam-holding-back-netanyahus-anti-democratic-deluge/0000019a-5ab1-d22e-a39b-7ef92cb00000,Haaretz,Yossi Verter,2025-11-07T04:00:25,2025-11-07 04:11:04.001107,https://www.haaretz.com/israel-news/2025-11-07/ty-article/.premium/israels-beleaguered-ag-is-the-dam-holding-back-netanyahus-anti-democratic-deluge/0000019a-5ab1-d22e-a39b-7ef92cb00000
"To rebuke Trump, Delaware senator tells story from Christian scripture with anti-Jewish undertones","""It would be very easy"" to conclude from a floor speech by Sen. Chris Coons that ""Jews in the first century only helped and supported their own,"" the scholar Malka Simkovich told JNS. The post To rebuke Trump, Delaware senator tells story from Christian scripture with anti-Jewish undertones appeared first on JNS.org .",https://www.jns.org/to-rebuke-trump-delaware-senator-tells-story-from-christian-scripture-with-anti-jewish-undertones/,JNS,Menachem Wecker,2025-11-07T04:05:58,2025-11-07 04:10:55.368542,https://www.jns.org/?p=603392
Maccabi TLV drops Europa League soccer match its fans were barred from attending in UK,2-0 Aston Villa win unfolds under tight security in Birmingham; police arrest 6 at anti-Israel demonstration outside stadium as counter-protest featured 'keep antisemitism out of football' sign The post Maccabi TLV drops Europa League soccer match its fans were barred from attending in UK appeared first on The Times of Israel .,https://www.timesofisrael.com/maccabi-tlv-drops-europa-league-soccer-match-its-fans-were-barred-from-attending-in-uk/,Times of Israel,,2025-11-07T03:37:27,2025-11-07 04:10:50.194314,https://www.timesofisrael.com/?p=3683151&preview=true&preview_id=3683151
Trump says he is 'open' to Iranian request to lift U.S. sanctions,,https://www.haaretz.com/israel-news/2025-11-07/ty-article-live/over-100-democratic-lawmakers-call-on-netanyahu-to-halt-demolitions-in-west-bank-village/0000019a-5c33-d5d0-a59f-7c7fd5f30000,Haaretz,Haaretz,2025-11-07T02:57:23,2025-11-07 03:28:16.990232,https://www.haaretz.com/israel-news/2025-11-07/ty-article-live/over-100-democratic-lawmakers-call-on-netanyahu-to-halt-demolitions-in-west-bank-village/0000019a-5c33-d5d0-a59f-7c7fd5f30000
